Nodo,Variable_suelo,Prediccion,Varianza_kriging,Error_estandar_kriging
50,T,16.62503709663575,0.4208243063028559,0.6487097242240599
51,T,16.71447169759264,0.40012835961248316,0.6325570010777551
52,T,16.739859540222213,0.3580822419418146,0.5983997342427674
53,T,16.968217113342373,0.31779497363569503,0.5637330694891821
54,T,16.61021252649387,0.39928512890627127,0.6318901240771779
55,T,16.515090257826976,0.3750375635395445,0.6124031054293769
56,T,16.57371549283729,0.298395658224879,0.5462560372434149
1,Hv,14.840328765734377,4.911072982346474,2.2160940824672752
2,Hv,14.772671519790729,4.923878533119785,2.2189814179302596
3,Hv,14.759608853712594,4.92084495442707,2.2182977605423195
4,Hv,14.826978230382531,4.8926843775187026,2.2119413142121793
5,Hv,14.726391360087236,4.850108721504354,2.202296238362213
6,Hv,15.03269131416882,4.680303742941502,2.1634009667515413
7,Hv,14.733609465511103,4.890723332207646,2.2114979837674835
8,Hv,14.541577600093,4.822479794972669,2.1960145252189633
9,Hv,14.745240864528704,4.919078058873531,2.2178994699655643
10,Hv,14.693171625422769,4.919160198122873,2.217917987240032
11,Hv,14.586305647917328,4.482232022893932,2.11712824904254
12,Hv,14.779971419273359,4.915806897491207,2.2171619015063393
13,Hv,15.030052093858945,4.841699640176698,2.200386247952095
14,Hv,14.691481955342187,4.873531048349022,2.207607539475489
15,Hv,14.771259660054069,4.924344718064759,2.219086460249974
16,Hv,14.774624934352808,4.923961695376342,2.2190001566868673
17,Hv,14.776197480845244,4.920051521939334,2.2181189151935325
18,Hv,14.771366557204301,4.924366977706293,2.2190914757409828
19,Hv,14.728083828448181,4.921691609364768,2.2184885867105035
20,Hv,14.736776045855486,4.917012318053172,2.217433723486042
21,Hv,14.770859378318859,4.92429992302247,2.219076367100166
22,Hv,14.769496169007805,4.923382993774058,2.2188697559284676
23,Hv,14.80213411241923,4.914100290501971,2.2167770051365046
24,Hv,14.771244702156883,4.924265245975198,2.219068553689858
25,Hv,14.774673330269287,4.923281328638326,2.2188468465935918
26,Hv,14.740244243031377,4.913310591719083,2.216598879301143
27,Hv,14.818866518158394,4.889926302665644,2.21131777514351
28,Hv,14.785946992859733,4.9222042036059674,2.218604111509299
29,Hv,14.278038013040021,4.474131933036278,2.1152143941067245
30,Hv,14.758842554034423,4.874752082934513,2.2078840737082444
31,Hv,15.473366317610523,4.675405169118314,2.1622685238236055
32,Hv,13.192515236975582,3.9304039578211953,1.9825246424247027
33,Hv,14.962808925389428,4.897917786349714,2.2131239880200373
34,Hv,14.756739558849672,4.660668257603023,2.1588580911220223
35,Hv,15.21210180877236,3.937339717952613,1.9842730956077121
36,Hv,14.767257461653461,4.888933140900643,2.2110932004102954
37,Hv,14.238334138657187,4.564686740555161,2.1365127522566207
38,Hv,14.76168545262504,4.7927104176869415,2.1892259859792778
39,Hv,14.830855972565306,4.828261033593813,2.1973304334109183
40,Hv,15.00214330744854,4.357099725223963,2.0873666963961948
41,Hv,16.300318901746977,3.0428791273372076,1.7443850284089255
42,Hv,14.838557267230524,4.887976654211556,2.2108768971183257
43,Hv,14.77447718229922,4.923447458294221,2.218884282312672
44,Hv,14.771440404066292,4.924396741078972,2.2190981819376474
45,Hv,14.771509758998496,4.924360398101703,2.219089993240856
46,Hv,14.77185603034208,4.924120635795845,2.2190359699193354
47,Hv,14.771425110311512,4.924382302322737,2.2190949286415704
48,Hv,14.77098792792661,4.924329251670643,2.219082975391106
49,Hv,14.77120636943765,4.923297972749512,2.2188505972123296
50,Hv,14.771442654143952,4.924393661558917,2.219097488070075
51,Hv,14.771407308141105,4.924297283588417,2.2190757723855254
52,Hv,14.78830495169316,4.922895174739713,2.218759828088591
53,Hv,14.723062330157436,4.919128710048872,2.2179108886627685
54,Hv,14.7725972264649,4.924285351685328,2.2190730838990698
55,Hv,14.77112535472331,4.923783496342872,2.2189600033220227
56,Hv,14.722571869669686,4.911544146579941,2.216200385023868
1,CE,324.6402235809403,3224.6514436142747,56.786014507220656
2,CE,337.15086656957567,3816.4695258415195,61.77758109412766
3,CE,298.9352269157599,3460.9868557554873,58.83015260693693
4,CE,271.87702244030226,2932.8796071537913,54.156067131520835
5,CE,305.8781793251412,2645.854574362039,51.43787101311678
6,CE,148.85795091202448,2217.5934501402503,47.091330944668044
7,CE,200.9358476625796,2915.724587024554,53.99744981964013
8,CE,185.1994995630996,2562.081926381443,50.617012222981344
9,CE,134.24655651633088,3367.728416067011,58.03213261691329
10,CE,157.04766448983474,3322.4094645277914,57.64034580506775
11,CE,131.81644067334886,2131.315369813151,46.16617127089002
12,CE,159.69332848488125,3251.263913820942,57.01985543493549
13,CE,145.5237110627009,2679.6607195748256,51.76543943187217
14,CE,213.67980437274474,2995.82223417287,54.7341048540384
15,CE,221.56053182485203,3860.2044591963586,62.13054368984999
