DX_m,DY_m,N_celdas,Correlacion,RMSE
-2.75,3.25,137250,0.7743115379827717,0.20309806444301887
-2.75,3.5,137250,0.7725667473877105,0.20383487392427957
-2.75,3.75,136875,0.7694127002987579,0.20509151916074025
-2.75,4,136500,0.7655099943118394,0.20665118809774888
-2.75,4.25,136125,0.7611678394348577,0.20837794393484638
-2.75,4.5,135750,0.7566167936533083,0.2101746008860435
-2.75,4.75,135375,0.7514065492579884,0.21222772693508143
-2.75,5,135000,0.7449848434140409,0.2147573517187312
-2.5,-5,135360,0.7213229742104047,0.22456227249283905
-2.5,-4.75,135736,0.7290407092555571,0.22158245122281295
-2.5,-4.5,136112,0.7344984085863696,0.21947466328989904
-2.5,-4.25,136488,0.7374836590484714,0.2183544811229321
-2.5,-4,136864,0.739214587882409,0.2177415117937184
-2.5,-3.75,137240,0.7408850205801943,0.21715455940645434
-2.5,-3.5,137616,0.7422868684446122,0.21668089276113478
-2.5,-3.25,137616,0.7424779941142214,0.21661424393128384
-2.5,-3,137992,0.7421370265666517,0.21685497292977401
-2.5,-2.75,138368,0.7410033322818075,0.21741908974014157
-2.5,-2.5,138744,0.7393684225808842,0.21819095824653334
-2.5,-2.25,139120,0.7377825403260234,0.21894383733415954
-2.5,-2,139496,0.7364886502647743,0.21958076140187702
-2.5,-1.75,139872,0.735780444406277,0.21998327105658624
-2.5,-1.5,140248,0.7359430885394862,0.22003674411328153
-2.5,-1.25,140624,0.7370318463077232,0.21971836539168932
-2.5,-1,141000,0.738776657182977,0.21913247239972802
-2.5,-0.75,141376,0.7411390623497048,0.2182929246988365
-2.5,-0.5,141752,0.7437803547863151,0.21733724089596004
-2.5,-0.25,142128,0.746551768281683,0.21632287035755476
-2.5,0,142504,0.7496208471118067,0.21518198069562577
-2.5,0.25,142128,0.75261572052162,0.21380251901908467
-2.5,0.5,141752,0.7550519840572767,0.21265643521866956
-2.5,0.75,141376,0.7571909831041297,0.2116377864921952
-2.5,1,141000,0.7592505849426213,0.21065332238300208
-2.5,1.25,140624,0.7615753878779039,0.2095558951252115
-2.5,1.5,140248,0.7645019773589445,0.20819702734383597
-2.5,1.75,139872,0.7681570973625504,0.2065171302417187
-2.5,2,139496,0.7721432114792983,0.20468296800752891
-2.5,2.25,139120,0.7757159936250578,0.20301646246476718
-2.5,2.5,138744,0.7780069862559156,0.20190295058825533
-2.5,2.75,138368,0.7785250495025868,0.20156837932577373
-2.5,3,137992,0.7774252167340586,0.20194656934293792
-2.5,3.25,137616,0.7754093772760422,0.20272524014447588
-2.5,3.5,137616,0.7735868738611853,0.2034979156474346
-2.5,3.75,137240,0.770795555264954,0.2046034315784553
-2.5,4,136864,0.7672550173905179,0.20601562132938536
-2.5,4.25,136488,0.7629046708551895,0.20775516795008458
-2.5,4.5,136112,0.7580218725964043,0.209700414583273
-2.5,4.75,135736,0.7526551252069654,0.21182730574524464
-2.5,5,135360,0.7463937546651688,0.21430077261724126
-2.25,-5,135720,0.7216338149065994,0.22456799317217296
-2.25,-4.75,136097,0.7308556172227041,0.22098297448296159
-2.25,-4.5,136474,0.7386210278363479,0.21793123607106668
-2.25,-4.25,136851,0.7439888482927127,0.21582497693211158
-2.25,-4,137228,0.7470140788976212,0.21466758851612522
-2.25,-3.75,137605,0.7487576464288084,0.21403724015237818
-2.25,-3.5,137982,0.7500441247063241,0.21359976766682073
-2.25,-3.25,137982,0.7502991960950699,0.21350684258293395
-2.25,-3,138359,0.7498702383838431,0.21378345496299508
-2.25,-2.75,138736,0.7484461286770133,0.21447217874568072
-2.25,-2.5,139113,0.7464626799699948,0.21539490660682475
-2.25,-2.25,139490,0.7445967081210051,0.21626930096968477
-2.25,-2,139867,0.7432016181913064,0.21695210994928263
-2.25,-1.75,140244,0.7424328599725252,0.21738061766335232
-2.25,-1.5,140621,0.7422840611035483,0.21755848781347129
-2.25,-1.25,140998,0.7429219024004741,0.21741754446132514
-2.25,-1,141375,0.7441441077790805,0.2170366013864005
-2.25,-0.75,141752,0.7458907233103163,0.21643952166752956
-2.25,-0.5,142129,0.7481745056650839,0.21562018392225332
