Nodo,Variable,Valor,Limite_inferior,Limite_superior,Extremo_IQR
27,Altura,46.300000000000004,31.45833333333335,57.12499999999998,FALSE
28,Altura,44.300000000000004,31.45833333333335,57.12499999999998,FALSE
29,Altura,50.6,31.45833333333335,57.12499999999998,FALSE
30,Altura,43.4,31.45833333333335,57.12499999999998,FALSE
31,Altura,44.6,31.45833333333335,57.12499999999998,FALSE
32,Altura,44.5,31.45833333333335,57.12499999999998,FALSE
33,Altura,40.800000000000004,31.45833333333335,57.12499999999998,FALSE
34,Altura,42.06666666666666,31.45833333333335,57.12499999999998,FALSE
35,Altura,41.96666666666667,31.45833333333335,57.12499999999998,FALSE
36,Altura,47.46666666666666,31.45833333333335,57.12499999999998,FALSE
37,Altura,40.53333333333334,31.45833333333335,57.12499999999998,FALSE
38,Altura,37.800000000000004,31.45833333333335,57.12499999999998,FALSE
39,Altura,40.93333333333333,31.45833333333335,57.12499999999998,FALSE
40,Altura,42.03333333333333,31.45833333333335,57.12499999999998,FALSE
41,Altura,50.666666666666664,31.45833333333335,57.12499999999998,FALSE
42,Altura,49.666666666666664,31.45833333333335,57.12499999999998,FALSE
43,Altura,54.833333333333336,31.45833333333335,57.12499999999998,FALSE
44,Altura,54.666666666666664,31.45833333333335,57.12499999999998,FALSE
45,Altura,47.599999999999994,31.45833333333335,57.12499999999998,FALSE
46,Altura,47,31.45833333333335,57.12499999999998,FALSE
47,Altura,46.199999999999996,31.45833333333335,57.12499999999998,FALSE
48,Altura,43,31.45833333333335,57.12499999999998,FALSE
49,Altura,36.6,31.45833333333335,57.12499999999998,FALSE
50,Altura,39.166666666666664,31.45833333333335,57.12499999999998,FALSE
51,Altura,40,31.45833333333335,57.12499999999998,FALSE
52,Altura,42.266666666666666,31.45833333333335,57.12499999999998,FALSE
53,Altura,45.300000000000004,31.45833333333335,57.12499999999998,FALSE
54,Altura,45.26666666666667,31.45833333333335,57.12499999999998,FALSE
55,Altura,38.6,31.45833333333335,57.12499999999998,FALSE
56,Altura,49.666666666666664,31.45833333333335,57.12499999999998,FALSE
1,Diametro,3.3555555555555556,2.656944444444446,3.8680555555555545,FALSE
2,Diametro,3.2999999999999994,2.656944444444446,3.8680555555555545,FALSE
3,Diametro,3.3444444444444446,2.656944444444446,3.8680555555555545,FALSE
4,Diametro,3.3000000000000003,2.656944444444446,3.8680555555555545,FALSE
5,Diametro,3.077777777777778,2.656944444444446,3.8680555555555545,FALSE
6,Diametro,3.3333333333333335,2.656944444444446,3.8680555555555545,FALSE
7,Diametro,3.1333333333333337,2.656944444444446,3.8680555555555545,FALSE
8,Diametro,2.888888888888889,2.656944444444446,3.8680555555555545,FALSE
9,Diametro,3.333333333333334,2.656944444444446,3.8680555555555545,FALSE
10,Diametro,3.2777777777777786,2.656944444444446,3.8680555555555545,FALSE
11,Diametro,3.222222222222222,2.656944444444446,3.8680555555555545,FALSE
12,Diametro,3.2222222222222223,2.656944444444446,3.8680555555555545,FALSE
13,Diametro,3.3111111111111113,2.656944444444446,3.8680555555555545,FALSE
14,Diametro,3.533333333333333,2.656944444444446,3.8680555555555545,FALSE
15,Diametro,4.022222222222222,2.656944444444446,3.8680555555555545,TRUE
16,Diametro,3.2777777777777777,2.656944444444446,3.8680555555555545,FALSE
17,Diametro,3.255555555555555,2.656944444444446,3.8680555555555545,FALSE
18,Diametro,3.3444444444444446,2.656944444444446,3.8680555555555545,FALSE
19,Diametro,3.6222222222222222,2.656944444444446,3.8680555555555545,FALSE
20,Diametro,3.4222222222222225,2.656944444444446,3.8680555555555545,FALSE
21,Diametro,3.622222222222222,2.656944444444446,3.8680555555555545,FALSE
22,Diametro,5.233333333333333,2.656944444444446,3.8680555555555545,TRUE
23,Diametro,3.055555555555556,2.656944444444446,3.8680555555555545,FALSE
24,Diametro,2.833333333333333,2.656944444444446,3.8680555555555545,FALSE
