Funcion,r,Observado,Limite_inferior,Limite_superior,Posicion
G,0.9861046063032765,0,0.046511627906976716,0.5854725971702714,Bajo_envolvente
G,0.9956784374324346,0,0.07540521494009855,0.5854725971702714,Bajo_envolvente
G,1.0052522685615926,0,0.07540521494009855,0.5903697188616561,Bajo_envolvente
G,1.0148260996907505,0,0.09746376811594204,0.5926802057640179,Bajo_envolvente
G,1.0243999308199085,0,0.09746376811594204,0.603779981354352,Bajo_envolvente
G,1.0339737619490665,0,0.09746376811594204,0.603779981354352,Bajo_envolvente
G,1.0435475930782245,0,0.09746376811594204,0.603779981354352,Bajo_envolvente
G,1.0531214242073828,0,0.1042988019732205,0.603779981354352,Bajo_envolvente
G,1.0626952553365407,0,0.1042988019732205,0.603779981354352,Bajo_envolvente
G,1.0722690864656987,0,0.15055413469735723,0.6360681992592839,Bajo_envolvente
G,1.0818429175948567,0,0.15055413469735723,0.6626574155331286,Bajo_envolvente
G,1.0914167487240147,0,0.15055413469735723,0.6626574155331286,Bajo_envolvente
G,1.1009905798531727,0,0.16401221517500586,0.6626574155331286,Bajo_envolvente
G,1.1105644109823307,0,0.16401221517500586,0.6626574155331286,Bajo_envolvente
G,1.120138242111489,0,0.16401221517500586,0.6626574155331286,Bajo_envolvente
G,1.129712073240647,0,0.16401221517500586,0.6774635114556063,Bajo_envolvente
G,1.139285904369805,0,0.18187206626783248,0.6774635114556063,Bajo_envolvente
G,1.148859735498963,0,0.18187206626783248,0.6774635114556063,Bajo_envolvente
G,1.158433566628121,0,0.18187206626783248,0.6774635114556063,Bajo_envolvente
G,1.168007397757279,0,0.18187206626783248,0.6774635114556063,Bajo_envolvente
G,1.177581228886437,0,0.18187206626783248,0.6774635114556063,Bajo_envolvente
G,1.187155060015595,0,0.18187206626783248,0.7022740105744059,Bajo_envolvente
G,1.1967288911447531,0,0.18187206626783248,0.7022740105744059,Bajo_envolvente
G,1.206302722273911,0,0.19386892177589843,0.7022740105744059,Bajo_envolvente
G,1.215876553403069,0,0.19386892177589843,0.7270845096932054,Bajo_envolvente
G,1.225450384532227,0,0.19386892177589843,0.7270845096932054,Bajo_envolvente
G,1.235024215661385,0,0.19386892177589843,0.7270845096932054,Bajo_envolvente
G,1.244598046790543,0,0.19386892177589843,0.7270845096932054,Bajo_envolvente
G,1.254171877919701,0,0.19386892177589843,0.7270845096932054,Bajo_envolvente
G,1.2637457090488593,0,0.19386892177589843,0.7270845096932054,Bajo_envolvente
G,1.2733195401780173,0,0.19386892177589843,0.7525276592349999,Bajo_envolvente
G,1.2828933713071753,0,0.25587900471621394,0.7525276592349999,Bajo_envolvente
G,1.2924672024363333,0,0.25587900471621394,0.7750251447590908,Bajo_envolvente
G,1.3020410335654913,0,0.25587900471621394,0.7750251447590908,Bajo_envolvente
G,1.3116148646946493,0,0.25587900471621394,0.7750251447590908,Bajo_envolvente
G,1.3211886958238073,0,0.25587900471621394,0.7750251447590908,Bajo_envolvente
G,1.3307625269529653,0,0.30746742052573306,0.7750251447590908,Bajo_envolvente
G,1.3403363580821235,0,0.30746742052573306,0.7750251447590908,Bajo_envolvente
G,1.3499101892112815,0,0.30746742052573306,0.7750251447590908,Bajo_envolvente
G,1.3594840203404395,0,0.30746742052573306,0.7750251447590908,Bajo_envolvente
G,1.3690578514695975,0,0.30746742052573306,0.7750251447590908,Bajo_envolvente
G,1.3786316825987555,0,0.30746742052573306,0.7847594420654957,Bajo_envolvente
G,1.3882055137279135,0,0.30746742052573306,0.7847594420654957,Bajo_envolvente
G,1.3977793448570714,0,0.33757753267678814,0.7847594420654957,Bajo_envolvente
G,1.4073531759862297,0,0.33757753267678814,0.8035245758950625,Bajo_envolvente
G,1.4169270071153877,0,0.36912145969217924,0.8035245758950625,Bajo_envolvente
G,1.4265008382445457,0,0.36912145969217924,0.8035245758950625,Bajo_envolvente
G,1.4360746693737036,0,0.36912145969217924,0.8245864912531579,Bajo_envolvente
G,1.4456485005028616,0,0.36914224895540615,0.8245864912531579,Bajo_envolvente
G,1.4552223316320196,0,0.3852913517220897,0.8425176013313636,Bajo_envolvente
G,1.4647961627611776,0,0.3852913517220897,0.8425176013313636,Bajo_envolvente
G,1.4743699938903356,0,0.3852913517220897,0.8576567832254185,Bajo_envolvente
G,1.4839438250194938,0,0.41944183218197373,0.8661239693280887,Bajo_envolvente
G,1.4935176561486518,0,0.41944183218197373,0.8661239693280887,Bajo_envolvente
G,1.5030914872778098,0,0.43431126461501124,0.8661239693280887,Bajo_envolvente
G,1.5126653184069678,0,0.43431126461501124,0.8661239693280887,Bajo_envolvente
G,1.5222391495361258,0,0.43431126461501124,0.8661239693280887,Bajo_envolvente
G,1.5318129806652838,0,0.43431126461501124,0.9107493128853924,Bajo_envolvente
G,1.5413868117944418,0,0.43431126461501124,0.9330619846640443,Bajo_envolvente
G,1.5509606429236,0,0.43431126461501124,0.9330619846640443,Bajo_envolvente
G,1.560534474052758,0,0.43431126461501124,0.9330619846640443,Bajo_envolvente
G,1.570108305181916,0,0.43431126461501124,0.9330619846640443,Bajo_envolvente
G,1.579682136311074,0,0.43431126461501124,0.9330619846640443,Bajo_envolvente
G,1.589255967440232,0,0.43431126461501124,0.9330619846640443,Bajo_envolvente
G,1.59882979856939,0,0.43431126461501124,0.933445,Bajo_envolvente
G,1.608403629698548,0,0.43431126461501124,0.933445,Bajo_envolvente
G,1.617977460827706,0,0.43431126461501124,0.933445,Bajo_envolvente
G,1.6275512919568642,0,0.43431126461501124,0.933445,Bajo_envolvente
G,1.6371251230860222,0,0.43431126461501124,0.933445,Bajo_envolvente
G,1.6466989542151802,0,0.43431126461501124,0.933445,Bajo_envolvente
G,1.6562727853443382,0,0.43431126461501124,0.933445,Bajo_envolvente
G,1.6658466164734962,0,0.43431126461501124,0.933445,Bajo_envolvente
G,1.6754204476026542,0,0.43431126461501124,0.933445,Bajo_envolvente
G,1.6849942787318122,0,0.43431126461501124,0.933445,Bajo_envolvente
G,1.6945681098609704,0,0.43431126461501124,0.933445,Bajo_envolvente
G,1.7041419409901284,0,0.43431126461501124,0.933445,Bajo_envolvente
G,1.7137157721192864,0,0.43431126461501124,0.933445,Bajo_envolvente
G,1.7232896032484444,0,0.43431126461501124,0.933445,Bajo_envolvente
G,1.7328634343776024,0,0.43431126461501124,0.933445,Bajo_envolvente
G,1.7424372655067604,0,0.43431126461501124,0.933445,Bajo_envolvente
G,1.7520110966359184,0,0.43431126461501124,0.933445,Bajo_envolvente
G,1.7615849277650764,0,0.43431126461501124,0.933445,Bajo_envolvente
G,1.7711587588942346,0,0.43431126461501124,0.933445,Bajo_envolvente
G,1.7807325900233926,0,0.43431126461501124,0.9475058671104545,Bajo_envolvente
G,1.7903064211525506,0,0.43431126461501124,0.9475058671104545,Bajo_envolvente
G,1.7998802522817086,0,0.43431126461501124,0.9475058671104545,Bajo_envolvente
G,1.8094540834108666,0,0.43431126461501124,0.9475058671104545,Bajo_envolvente
G,1.8190279145400245,0,0.43431126461501124,0.9475058671104545,Bajo_envolvente
G,1.8286017456691825,0.07692307692307687,0.43431126461501124,0.9475058671104545,Bajo_envolvente
G,1.8381755767983408,0.07692307692307687,0.43431126461501124,0.9475058671104545,Bajo_envolvente
G,1.8477494079274988,0.423076923076923,0.43431126461501124,0.9737529335552273,Bajo_envolvente
G,1.8573232390566567,0.423076923076923,0.43431126461501124,0.9737529335552273,Bajo_envolvente
G,1.8668970701858147,0.423076923076923,0.43431126461501124,0.9737529335552273,Bajo_envolvente
G,1.8764709013149727,0.423076923076923,0.43431126461501124,0.9737529335552273,Bajo_envolvente
G,1.8860447324441307,0.423076923076923,0.43431126461501124,0.9737529335552273,Bajo_envolvente
G,1.8956185635732887,0.423076923076923,0.43431126461501124,0.9737529335552273,Bajo_envolvente
G,1.9051923947024467,0.423076923076923,0.5050223565381349,0.9737529335552273,Bajo_envolvente
G,1.914766225831605,0.423076923076923,0.5050223565381349,0.9737529335552273,Bajo_envolvente
G,1.924340056960763,0.423076923076923,0.5050223565381349,0.9737529335552273,Bajo_envolvente
G,1.933913888089921,0.423076923076923,0.5050223565381349,0.9737529335552273,Bajo_envolvente
G,1.943487719219079,0.423076923076923,0.5050223565381349,0.9737529335552273,Bajo_envolvente
G,1.953061550348237,0.423076923076923,0.5050223565381349,0.9737529335552273,Bajo_envolvente
G,1.962635381477395,0.423076923076923,0.5050223565381349,0.9737529335552273,Bajo_envolvente
G,1.972209212606553,0.423076923076923,0.5050223565381349,0.9737529335552273,Bajo_envolvente
G,1.981783043735711,0.423076923076923,0.5050223565381349,0.9737529335552273,Bajo_envolvente
G,1.9913568748648691,0.423076923076923,0.5050223565381349,0.9737529335552273,Bajo_envolvente
G,2.000930705994027,0.423076923076923,0.5050223565381349,1,Bajo_envolvente
G,2.010504537123185,0.423076923076923,0.5050223565381349,1,Bajo_envolvente
G,2.020078368252343,0.423076923076923,0.5050223565381349,1,Bajo_envolvente
G,2.029652199381501,0.423076923076923,0.5050223565381349,1,Bajo_envolvente
G,2.039226030510659,0.423076923076923,0.5050223565381349,1,Bajo_envolvente
G,2.048799861639817,0.423076923076923,0.5050223565381349,1,Bajo_envolvente
G,2.058373692768975,0.5,0.5050223565381349,1,Bajo_envolvente
G,2.067947523898133,0.5,0.5050223565381349,1,Bajo_envolvente
G,2.077521355027291,0.5,0.5050223565381349,1,Bajo_envolvente
