X,Y,Densidad_nodos_m2
587186.032032338,517556.77601995796,0.14538251529570576
587186.032032338,517556.8800548954,0.14485124298934365
587186.032032338,517556.98408983287,0.14420376327458492
587186.032032338,517557.0881247703,0.1434402084381277
587186.032032338,517557.1921597078,0.142561600361016
587186.032032338,517557.2961946452,0.14156984992936214
587186.032032338,517557.4002295827,0.14046774193849684
587186.032032338,517557.50426452013,0.13925890615173137
587186.032032338,517557.6082994576,0.13794777538663186
587186.032032338,517557.71233439504,0.13653953168762495
587186.032032338,517557.8163693325,0.1350400418033264
587186.032032338,517557.92040426994,0.13345578332009694
587186.032032338,517558.0244392074,0.13179376291017256
587186.1358365621,517556.0477753958,0.14761145964954192
587186.1358365621,517556.15181033325,0.1477826302946417
587186.1358365621,517556.2558452707,0.14786146151703114
587186.1358365621,517556.35988020815,0.1478432064337472
587186.1358365621,517556.4639151456,0.1477235706671878
587186.1358365621,517556.56795008306,0.14749881535403275
587186.1358365621,517556.6719850205,0.14716584862217402
587186.1358365621,517556.77601995796,0.14672230396469957
587186.1358365621,517556.8800548954,0.1461666042809803
587186.1358365621,517556.98408983287,0.14549801070097998
587186.1358365621,517557.0881247703,0.14471665565198874
587186.1358365621,517557.1921597078,0.14382355996011129
587186.1358365621,517557.2961946452,0.14282063409613296
587186.1358365621,517557.4002295827,0.1417106639721279
587186.1358365621,517557.50426452013,0.1404972819676024
587186.1358365621,517557.6082994576,0.13918492410935332
587186.1358365621,517557.71233439504,0.1377787745456166
587186.1358365621,517557.8163693325,0.13628469864125198
587186.1358365621,517557.92040426994,0.13470916617599915
587186.1358365621,517558.0244392074,0.13305916625204
587186.1358365621,517558.12847414485,0.13134211561033796
587186.2396407863,517555.94374045834,0.14889728786789902
587186.2396407863,517556.0477753958,0.14910082540054054
587186.2396407863,517556.15181033325,0.14922028386291236
587186.2396407863,517556.2558452707,0.1492508064063812
587186.2396407863,517556.35988020815,0.1491878301691164
587186.2396407863,517556.4639151456,0.14902720402966413
587186.2396407863,517556.56795008306,0.1487652970401015
587186.2396407863,517556.6719850205,0.14839909538852988
587186.2396407863,517556.77601995796,0.1479262860854982
587186.2396407863,517556.8800548954,0.14734532593512747
587186.2396407863,517556.98408983287,0.1466554947288379
587186.2396407863,517557.0881247703,0.145856931978116
587186.2396407863,517557.1921597078,0.14495065687422845
587186.2396407863,517557.2961946452,0.14393857151985373
587186.2396407863,517557.4002295827,0.14282344781410922
587186.2396407863,517557.50426452013,0.14160889868340104
587186.2396407863,517557.6082994576,0.14029933463200378
587186.2396407863,517557.71233439504,0.138899906835359
587186.2396407863,517557.8163693325,0.13741643821370308
587186.2396407863,517557.92040426994,0.13585534410246916
587186.2396407863,517558.0244392074,0.13422354427825495
587186.2396407863,517558.12847414485,0.13252836820480327
587186.3434450105,517555.8397055209,0.15011495927556778
587186.3434450105,517555.94374045834,0.15033421565966354
